ID,participantID,answeredOn,trialStart,trialEnd,trialTime,mode,Condition,DataTypeOrder,ChartType,QuestionType,DataType,questionNumber,overallQuestionNumber,ErrorCount,trial,block
1,3,2021-07-26 17:21,Mon Jul 26 2021 10:21:45 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:21:49 GMT-0700 (Pacific Daylight Time),4096,practice,3,-1,sankey,A,sample,1,1,0,1,1
2,3,2021-07-26 17:22,Mon Jul 26 2021 10:21:49 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:22:36 GMT-0700 (Pacific Daylight Time),46997,practice,3,-1,sankey,A,sample,2,1,3,2,1
3,3,2021-07-26 17:22,Mon Jul 26 2021 10:22:36 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:22:40 GMT-0700 (Pacific Daylight Time),3089,practice,3,-1,sankey,A,sample,3,1,0,3,1
4,3,2021-07-26 17:22,Mon Jul 26 2021 10:22:40 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:22:43 GMT-0700 (Pacific Daylight Time),2877,practice,3,-1,sankey,A,sample,4,1,0,4,1
5,3,2021-07-26 17:22,Mon Jul 26 2021 10:22:43 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:22:51 GMT-0700 (Pacific Daylight Time),8298,practice,3,-1,sankey,A,sample,5,1,1,5,1
6,3,2021-07-26 17:23,Mon Jul 26 2021 10:22:56 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:23:06 GMT-0700 (Pacific Daylight Time),10080,practice,3,-1,chord,B,sample,1,1,1,6,1
11,3,2021-07-26 17:23,Mon Jul 26 2021 10:23:06 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:23:22 GMT-0700 (Pacific Daylight Time),15653,practice,3,-1,chord,B,sample,2,1,2,7,1
13,3,2021-07-26 17:23,Mon Jul 26 2021 10:23:22 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:23:31 GMT-0700 (Pacific Daylight Time),9399,practice,3,-1,chord,B,sample,3,1,3,8,1
14,3,2021-07-26 17:23,Mon Jul 26 2021 10:23:32 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:23:38 GMT-0700 (Pacific Daylight Time),6133,practice,3,-1,chord,B,sample,4,1,2,9,1
22,3,2021-07-26 17:24,Mon Jul 26 2021 10:23:38 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:24:18 GMT-0700 (Pacific Daylight Time),40524,practice,3,-1,chord,B,sample,5,1,3,10,1
25,3,2021-07-26 17:24,Mon Jul 26 2021 10:24:33 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:24:39 GMT-0700 (Pacific Daylight Time),6470,study,3,1,sankey,A,space,1,1,1,1,1
32,3,2021-07-26 17:25,Mon Jul 26 2021 10:24:39 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:00 GMT-0700 (Pacific Daylight Time),20728,study,3,1,sankey,A,space,2,1,7,2,1
30,1,2021-07-26 17:24,Mon Jul 26 2021 10:24:46 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:24:53 GMT-0700 (Pacific Daylight Time),7590,practice,1,-1,chord,A,sample,1,1,0,1,1
38,1,2021-07-26 17:25,Mon Jul 26 2021 10:24:53 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:12 GMT-0700 (Pacific Daylight Time),18118,practice,1,-1,chord,A,sample,2,1,2,2,1
33,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:00 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:05 GMT-0700 (Pacific Daylight Time),4813,study,3,1,sankey,A,space,3,1,1,3,1
34,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:05 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:07 GMT-0700 (Pacific Daylight Time),2160,study,3,1,sankey,A,space,4,1,0,4,1
40,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:07 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:16 GMT-0700 (Pacific Daylight Time),8334,study,3,1,sankey,A,space,5,1,3,5,1
41,1,2021-07-26 17:25,Mon Jul 26 2021 10:25:12 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:17 GMT-0700 (Pacific Daylight Time),5529,practice,1,-1,chord,A,sample,3,1,1,3,1
44,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:18 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:23 GMT-0700 (Pacific Daylight Time),5159,study,3,1,chord,B,space,1,1,1,6,1
43,1,2021-07-26 17:25,Mon Jul 26 2021 10:25:18 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:23 GMT-0700 (Pacific Daylight Time),5476,practice,1,-1,chord,A,sample,4,1,3,4,1
53,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:23 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:44 GMT-0700 (Pacific Daylight Time),20763,study,3,1,chord,B,space,2,1,9,7,1
45,1,2021-07-26 17:25,Mon Jul 26 2021 10:25:23 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:28 GMT-0700 (Pacific Daylight Time),4394,practice,1,-1,chord,A,sample,5,1,2,5,1
55,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:44 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:49 GMT-0700 (Pacific Daylight Time),4236,study,3,1,chord,B,space,3,1,1,8,1
56,1,2021-07-26 17:25,Mon Jul 26 2021 10:25:44 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:52 GMT-0700 (Pacific Daylight Time),8205,practice,1,-1,sankey,B,sample,1,1,0,6,1
60,3,2021-07-26 17:25,Mon Jul 26 2021 10:25:49 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:59 GMT-0700 (Pacific Daylight Time),10495,study,3,1,chord,B,space,4,1,6,9,1
59,1,2021-07-26 17:25,Mon Jul 26 2021 10:25:52 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:25:59 GMT-0700 (Pacific Daylight Time),7463,practice,1,-1,sankey,B,sample,2,1,0,7,1
62,3,2021-07-26 17:26,Mon Jul 26 2021 10:25:59 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:04 GMT-0700 (Pacific Daylight Time),4885,study,3,1,chord,B,space,5,1,1,10,1
65,1,2021-07-26 17:26,Mon Jul 26 2021 10:26:00 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:10 GMT-0700 (Pacific Daylight Time),9766,practice,1,-1,sankey,B,sample,3,1,0,8,1
69,3,2021-07-26 17:26,Mon Jul 26 2021 10:26:07 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:17 GMT-0700 (Pacific Daylight Time),10007,study,3,1,sankey,A,immigration,1,1,1,11,2
67,1,2021-07-26 17:26,Mon Jul 26 2021 10:26:10 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:11 GMT-0700 (Pacific Daylight Time),1434,practice,1,-1,sankey,B,sample,4,1,0,9,1
71,1,2021-07-26 17:26,Mon Jul 26 2021 10:26:11 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:23 GMT-0700 (Pacific Daylight Time),11742,practice,1,-1,sankey,B,sample,5,1,0,10,1
74,3,2021-07-26 17:26,Mon Jul 26 2021 10:26:17 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:33 GMT-0700 (Pacific Daylight Time),15889,study,3,1,sankey,A,immigration,2,1,1,12,2
78,1,2021-07-26 17:26,Mon Jul 26 2021 10:26:29 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:37 GMT-0700 (Pacific Daylight Time),8562,study,1,3,chord,A,phone,1,1,0,1,1
79,3,2021-07-26 17:26,Mon Jul 26 2021 10:26:33 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:39 GMT-0700 (Pacific Daylight Time),5624,study,3,1,sankey,A,immigration,3,1,1,13,2
85,1,2021-07-26 17:27,Mon Jul 26 2021 10:26:37 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:00 GMT-0700 (Pacific Daylight Time),22656,study,1,3,chord,A,phone,2,1,1,2,1
82,11,2021-07-26 17:26,Mon Jul 26 2021 10:26:37 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:44 GMT-0700 (Pacific Daylight Time),6386,practice,3,-1,sankey,A,sample,1,1,0,4,1
83,3,2021-07-26 17:26,Mon Jul 26 2021 10:26:39 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:45 GMT-0700 (Pacific Daylight Time),6657,study,3,1,sankey,A,immigration,4,1,3,14,2
93,11,2021-07-26 17:27,Mon Jul 26 2021 10:26:44 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:08 GMT-0700 (Pacific Daylight Time),23607,practice,3,-1,sankey,A,sample,2,1,0,5,1
84,3,2021-07-26 17:26,Mon Jul 26 2021 10:26:46 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:26:51 GMT-0700 (Pacific Daylight Time),5626,study,3,1,sankey,A,immigration,5,1,1,15,2
86,3,2021-07-26 17:27,Mon Jul 26 2021 10:26:53 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:01 GMT-0700 (Pacific Daylight Time),7351,study,3,1,chord,B,immigration,1,1,1,16,2
89,1,2021-07-26 17:27,Mon Jul 26 2021 10:27:00 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:05 GMT-0700 (Pacific Daylight Time),5310,study,1,3,chord,A,phone,3,1,1,3,1
90,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:01 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:07 GMT-0700 (Pacific Daylight Time),5716,study,3,1,chord,B,immigration,2,1,1,17,2
102,1,2021-07-26 17:27,Mon Jul 26 2021 10:27:06 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:29 GMT-0700 (Pacific Daylight Time),22438,study,1,3,chord,A,phone,4,1,0,4,1
94,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:07 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:09 GMT-0700 (Pacific Daylight Time),1826,study,3,1,chord,B,immigration,3,1,0,18,2
96,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:09 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:15 GMT-0700 (Pacific Daylight Time),5855,study,3,1,chord,B,immigration,4,1,2,19,2
109,11,2021-07-26 17:27,Mon Jul 26 2021 10:27:09 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:46 GMT-0700 (Pacific Daylight Time),37979,practice,3,-1,sankey,A,sample,3,1,1,6,1
103,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:15 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:28 GMT-0700 (Pacific Daylight Time),13558,study,3,1,chord,B,immigration,5,1,3,20,2
104,1,2021-07-26 17:27,Mon Jul 26 2021 10:27:29 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:37 GMT-0700 (Pacific Daylight Time),7946,study,1,3,chord,A,phone,5,1,2,5,1
107,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:30 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:39 GMT-0700 (Pacific Daylight Time),8510,study,3,1,sankey,A,debt,1,1,0,21,3
111,1,2021-07-26 17:27,Mon Jul 26 2021 10:27:39 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:52 GMT-0700 (Pacific Daylight Time),13601,study,1,3,sankey,B,phone,1,1,0,6,1
112,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:39 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:52 GMT-0700 (Pacific Daylight Time),12985,study,3,1,sankey,A,debt,2,1,7,22,3
123,11,2021-07-26 17:28,Mon Jul 26 2021 10:27:47 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:09 GMT-0700 (Pacific Daylight Time),21467,practice,3,-1,sankey,A,sample,4,1,3,7,1
116,3,2021-07-26 17:27,Mon Jul 26 2021 10:27:52 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:59 GMT-0700 (Pacific Daylight Time),6403,study,3,1,sankey,A,debt,3,1,1,23,3
115,1,2021-07-26 17:27,Mon Jul 26 2021 10:27:53 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:27:58 GMT-0700 (Pacific Daylight Time),4773,study,1,3,sankey,B,phone,2,1,1,7,1
118,1,2021-07-26 17:28,Mon Jul 26 2021 10:27:58 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:01 GMT-0700 (Pacific Daylight Time),3032,study,1,3,sankey,B,phone,3,1,1,8,1
121,3,2021-07-26 17:28,Mon Jul 26 2021 10:27:59 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:06 GMT-0700 (Pacific Daylight Time),6919,study,3,1,sankey,A,debt,4,1,3,24,3
119,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:01 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:04 GMT-0700 (Pacific Daylight Time),2942,study,1,3,sankey,B,phone,4,1,1,9,1
125,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:04 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:14 GMT-0700 (Pacific Daylight Time),9557,study,1,3,sankey,B,phone,5,1,5,10,1
126,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:06 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:14 GMT-0700 (Pacific Daylight Time),7617,study,3,1,sankey,A,debt,5,1,3,25,3
130,11,2021-07-26 17:28,Mon Jul 26 2021 10:28:09 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:19 GMT-0700 (Pacific Daylight Time),10004,practice,3,-1,sankey,A,sample,5,1,0,8,1
128,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:15 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:16 GMT-0700 (Pacific Daylight Time),1704,study,1,3,chord,A,debt,1,1,0,11,2
131,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:16 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:19 GMT-0700 (Pacific Daylight Time),3659,study,3,1,chord,B,debt,1,1,0,26,3
135,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:17 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:26 GMT-0700 (Pacific Daylight Time),9549,study,1,3,chord,A,debt,2,1,0,12,2
134,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:20 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:25 GMT-0700 (Pacific Daylight Time),5297,study,3,1,chord,B,debt,2,1,3,27,3
136,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:25 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:27 GMT-0700 (Pacific Daylight Time),1853,study,3,1,chord,B,debt,3,1,0,28,3
140,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:27 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:32 GMT-0700 (Pacific Daylight Time),5058,study,1,3,chord,A,debt,3,1,1,13,2
138,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:27 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:30 GMT-0700 (Pacific Daylight Time),2489,study,3,1,chord,B,debt,4,1,0,29,3
142,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:30 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:32 GMT-0700 (Pacific Daylight Time),2566,study,3,1,chord,B,debt,5,1,0,30,3
145,1,2021-07-26 17:28,Mon Jul 26 2021 10:28:32 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:41 GMT-0700 (Pacific Daylight Time),9386,study,1,3,chord,A,debt,4,1,3,14,2
143,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:34 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:37 GMT-0700 (Pacific Daylight Time),2646,study,3,1,sankey,A,phone,1,1,0,31,4
149,11,2021-07-26 17:28,Mon Jul 26 2021 10:28:36 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:49 GMT-0700 (Pacific Daylight Time),12485,practice,3,-1,chord,B,sample,1,1,0,9,1
150,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:37 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:50 GMT-0700 (Pacific Daylight Time),13231,study,3,1,sankey,A,phone,2,1,9,32,4
157,1,2021-07-26 17:29,Mon Jul 26 2021 10:28:41 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:06 GMT-0700 (Pacific Daylight Time),24810,study,1,3,chord,A,debt,5,1,1,15,2
169,11,2021-07-26 17:29,Mon Jul 26 2021 10:28:49 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:24 GMT-0700 (Pacific Daylight Time),35162,practice,3,-1,chord,B,sample,2,1,2,10,1
151,3,2021-07-26 17:28,Mon Jul 26 2021 10:28:51 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:53 GMT-0700 (Pacific Daylight Time),2072,study,3,1,sankey,A,phone,3,1,0,33,4
153,3,2021-07-26 17:29,Mon Jul 26 2021 10:28:53 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:28:59 GMT-0700 (Pacific Daylight Time),6588,study,3,1,sankey,A,phone,4,1,5,34,4
159,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:00 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:09 GMT-0700 (Pacific Daylight Time),9393,study,3,1,sankey,A,phone,5,1,6,35,4
160,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:07 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:10 GMT-0700 (Pacific Daylight Time),2821,study,1,3,sankey,B,debt,1,1,1,16,2
164,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:10 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:15 GMT-0700 (Pacific Daylight Time),5095,study,1,3,sankey,B,debt,2,1,3,17,2
165,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:10 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:17 GMT-0700 (Pacific Daylight Time),6997,study,3,1,chord,B,phone,1,1,1,36,4
166,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:16 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:18 GMT-0700 (Pacific Daylight Time),2596,study,1,3,sankey,B,debt,3,1,1,18,2
170,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:17 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:25 GMT-0700 (Pacific Daylight Time),7476,study,3,1,chord,B,phone,2,1,4,37,4
167,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:18 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:20 GMT-0700 (Pacific Daylight Time),1253,study,1,3,sankey,B,debt,4,1,0,19,2
168,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:20 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:21 GMT-0700 (Pacific Daylight Time),1205,study,1,3,sankey,B,debt,5,1,0,20,2
179,1,2021-07-26 17:29,Mon Jul 26 2021 10:29:22 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:45 GMT-0700 (Pacific Daylight Time),23092,study,1,3,chord,A,immigration,1,1,1,21,3
172,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:25 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:27 GMT-0700 (Pacific Daylight Time),1852,study,3,1,chord,B,phone,3,1,1,38,4
176,11,2021-07-26 17:29,Mon Jul 26 2021 10:29:25 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:36 GMT-0700 (Pacific Daylight Time),10563,practice,3,-1,chord,B,sample,3,1,1,1,1
173,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:27 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:29 GMT-0700 (Pacific Daylight Time),1751,study,3,1,chord,B,phone,4,1,0,39,4
177,3,2021-07-26 17:29,Mon Jul 26 2021 10:29:29 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:29:39 GMT-0700 (Pacific Daylight Time),9570,study,3,1,chord,B,phone,5,1,6,40,4
186,11,2021-07-26 17:30,Mon Jul 26 2021 10:29:36 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:11 GMT-0700 (Pacific Daylight Time),34845,practice,3,-1,chord,B,sample,4,1,3,2,1
192,1,2021-07-26 17:30,Mon Jul 26 2021 10:29:45 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:22 GMT-0700 (Pacific Daylight Time),37190,study,1,3,chord,A,immigration,2,1,8,22,3
205,11,2021-07-26 17:30,Mon Jul 26 2021 10:30:12 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:55 GMT-0700 (Pacific Daylight Time),43820,practice,3,-1,chord,B,sample,5,1,4,3,1
193,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:22 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:25 GMT-0700 (Pacific Daylight Time),2799,study,1,3,chord,A,immigration,3,1,1,23,3
195,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:26 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:30 GMT-0700 (Pacific Daylight Time),4574,study,1,3,chord,A,immigration,4,1,2,24,3
196,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:30 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:32 GMT-0700 (Pacific Daylight Time),1452,study,1,3,chord,A,immigration,5,1,0,25,3
197,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:33 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:37 GMT-0700 (Pacific Daylight Time),4503,study,1,3,sankey,B,immigration,1,1,0,26,3
200,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:37 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:48 GMT-0700 (Pacific Daylight Time),10802,study,1,3,sankey,B,immigration,2,1,0,27,3
202,1,2021-07-26 17:30,Mon Jul 26 2021 10:30:48 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:30:54 GMT-0700 (Pacific Daylight Time),5399,study,1,3,sankey,B,immigration,3,1,1,28,3
210,1,2021-07-26 17:31,Mon Jul 26 2021 10:30:54 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:10 GMT-0700 (Pacific Daylight Time),16677,study,1,3,sankey,B,immigration,4,1,0,29,3
214,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:10 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:18 GMT-0700 (Pacific Daylight Time),7349,study,1,3,sankey,B,immigration,5,1,3,30,3
219,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:19 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:28 GMT-0700 (Pacific Daylight Time),8552,study,1,3,chord,A,space,1,1,1,31,4
220,11,2021-07-26 17:31,Mon Jul 26 2021 10:31:20 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:30 GMT-0700 (Pacific Daylight Time),10568,study,3,1,sankey,A,space,1,2,1,1,1
223,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:28 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:39 GMT-0700 (Pacific Daylight Time),11218,study,1,3,chord,A,space,2,2,6,32,4
237,11,2021-07-26 17:32,Mon Jul 26 2021 10:31:31 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:01 GMT-0700 (Pacific Daylight Time),29933,study,3,1,sankey,A,space,2,2,5,2,1
225,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:39 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:42 GMT-0700 (Pacific Daylight Time),2864,study,1,3,chord,A,space,3,2,1,33,4
226,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:42 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:43 GMT-0700 (Pacific Daylight Time),1451,study,1,3,chord,A,space,4,2,0,34,4
230,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:44 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:46 GMT-0700 (Pacific Daylight Time),2629,study,1,3,chord,A,space,5,2,1,35,4
231,1,2021-07-26 17:31,Mon Jul 26 2021 10:31:47 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:31:48 GMT-0700 (Pacific Daylight Time),1408,study,1,3,sankey,B,space,1,2,0,36,4
236,1,2021-07-26 17:32,Mon Jul 26 2021 10:31:49 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:01 GMT-0700 (Pacific Daylight Time),12092,study,1,3,sankey,B,space,2,2,7,37,4
239,1,2021-07-26 17:32,Mon Jul 26 2021 10:32:01 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:02 GMT-0700 (Pacific Daylight Time),1328,study,1,3,sankey,B,space,3,2,0,38,4
241,11,2021-07-26 17:32,Mon Jul 26 2021 10:32:01 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:06 GMT-0700 (Pacific Daylight Time),4336,study,3,1,sankey,A,space,3,2,0,3,1
245,1,2021-07-26 17:32,Mon Jul 26 2021 10:32:02 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:13 GMT-0700 (Pacific Daylight Time),10574,study,1,3,sankey,B,space,4,2,5,39,4
251,11,2021-07-26 17:32,Mon Jul 26 2021 10:32:06 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:24 GMT-0700 (Pacific Daylight Time),18284,study,3,1,sankey,A,space,4,2,3,4,1
246,1,2021-07-26 17:32,Mon Jul 26 2021 10:32:13 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:16 GMT-0700 (Pacific Daylight Time),3303,study,1,3,sankey,B,space,5,2,1,40,4
256,11,2021-07-26 17:32,Mon Jul 26 2021 10:32:25 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:32:40 GMT-0700 (Pacific Daylight Time),15155,study,3,1,sankey,A,space,5,2,2,5,1
279,11,2021-07-26 17:33,Mon Jul 26 2021 10:33:23 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:33:34 GMT-0700 (Pacific Daylight Time),11105,study,3,1,chord,B,space,1,2,1,6,1
305,11,2021-07-26 17:34,Mon Jul 26 2021 10:33:35 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:34:29 GMT-0700 (Pacific Daylight Time),53756,study,3,1,chord,B,space,2,2,8,7,1
309,11,2021-07-26 17:34,Mon Jul 26 2021 10:34:29 GMT-0700 (Pacific Daylight Time),Mon Jul 26 2021 10:34:37 GMT-0700 (Pacific Daylight Time),7645,study,3,1,chord,B,space,3,2,1,8,1
