ID,participantID,answeredOn,trialStart,trialEnd,trialTime,mode,Condition,DataTypeOrder,ChartType,QuestionType,DataType,questionNumber,overallQuestionNumber,ErrorCount,trial,block
499,17,2021-07-26 17:44,Mon Jul 26 2021 13:43:36 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:26 GMT-0400 (Eastern Daylight Time),49547,study,1,3,chord,A,phone,2,11,7,2,1
484,13,2021-07-26 17:43,Mon Jul 26 2021 13:43:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:43:53 GMT-0400 (Eastern Daylight Time),13659,study,1,3,chord,A,immigration,5,11,0,25,3
488,10,2021-07-26 17:43,Mon Jul 26 2021 13:43:40 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:43:54 GMT-0400 (Eastern Daylight Time),13878,study,2,0,chord,B,space,3,11,0,13,2
487,15,2021-07-26 17:43,Mon Jul 26 2021 13:43:50 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:43:55 GMT-0400 (Eastern Daylight Time),4780,study,3,1,chord,B,phone,1,11,0,36,4
492,16,2021-07-26 17:44,Mon Jul 26 2021 13:43:54 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:05 GMT-0400 (Eastern Daylight Time),11143,study,4,2,sankey,B,phone,4,11,0,14,2
521,10,2021-07-26 17:45,Mon Jul 26 2021 13:43:55 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:08 GMT-0400 (Eastern Daylight Time),73041,study,2,0,chord,B,space,4,11,0,14,2
494,15,2021-07-26 17:44,Mon Jul 26 2021 13:43:55 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:13 GMT-0400 (Eastern Daylight Time),17647,study,3,1,chord,B,phone,2,11,5,37,4
497,13,2021-07-26 17:44,Mon Jul 26 2021 13:43:58 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:18 GMT-0400 (Eastern Daylight Time),20361,study,1,3,sankey,B,immigration,1,11,0,26,3
506,14,2021-07-26 17:44,Mon Jul 26 2021 13:44:04 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:37 GMT-0400 (Eastern Daylight Time),33268,study,2,0,sankey,A,debt,2,12,0,7,1
503,16,2021-07-26 17:44,Mon Jul 26 2021 13:44:05 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:34 GMT-0400 (Eastern Daylight Time),29559,study,4,2,sankey,B,phone,5,12,1,15,2
513,9,2021-07-26 17:44,Mon Jul 26 2021 13:44:08 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:57 GMT-0400 (Eastern Daylight Time),48223,study,1,3,chord,A,immigration,1,12,1,21,3
495,15,2021-07-26 17:44,Mon Jul 26 2021 13:44:13 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:16 GMT-0400 (Eastern Daylight Time),2928,study,3,1,chord,B,phone,3,12,0,38,4
498,15,2021-07-26 17:44,Mon Jul 26 2021 13:44:16 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:19 GMT-0400 (Eastern Daylight Time),2780,study,3,1,chord,B,phone,4,12,0,39,4
500,13,2021-07-26 17:44,Mon Jul 26 2021 13:44:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:30 GMT-0400 (Eastern Daylight Time),11043,study,1,3,sankey,B,immigration,2,12,0,27,3
508,15,2021-07-26 17:44,Mon Jul 26 2021 13:44:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:44:41 GMT-0400 (Eastern Daylight Time),21863,study,3,1,chord,B,phone,5,12,6,40,4
518,17,2021-07-26 17:45,Mon Jul 26 2021 13:44:26 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:10 GMT-0400 (Eastern Daylight Time),44267,study,1,3,chord,A,phone,3,12,0,3,1
514,13,2021-07-26 17:45,Mon Jul 26 2021 13:44:30 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:00 GMT-0400 (Eastern Daylight Time),30733,study,1,3,sankey,B,immigration,3,12,0,28,3
519,14,2021-07-26 17:45,Mon Jul 26 2021 13:44:37 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:09 GMT-0400 (Eastern Daylight Time),32026,study,2,0,sankey,A,debt,3,12,0,8,1
515,16,2021-07-26 17:45,Mon Jul 26 2021 13:44:45 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:02 GMT-0400 (Eastern Daylight Time),16586,study,4,2,chord,A,phone,1,12,0,16,2
528,12,2021-07-26 17:45,Mon Jul 26 2021 13:44:53 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:17 GMT-0400 (Eastern Daylight Time),24138,study,4,2,sankey,B,immigration,3,12,0,3,1
539,9,2021-07-26 17:45,Mon Jul 26 2021 13:44:57 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:36 GMT-0400 (Eastern Daylight Time),39015,study,1,3,chord,A,immigration,2,12,6,22,3
520,13,2021-07-26 17:45,Mon Jul 26 2021 13:45:00 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:11 GMT-0400 (Eastern Daylight Time),10883,study,1,3,sankey,B,immigration,4,12,0,29,3
524,16,2021-07-26 17:45,Mon Jul 26 2021 13:45:02 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:11 GMT-0400 (Eastern Daylight Time),9382,study,4,2,chord,A,phone,2,12,0,17,2
536,10,2021-07-26 17:45,Mon Jul 26 2021 13:45:08 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:32 GMT-0400 (Eastern Daylight Time),23924,study,2,0,chord,B,space,5,12,0,15,2
557,14,2021-07-26 17:46,Mon Jul 26 2021 13:45:09 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:19 GMT-0400 (Eastern Daylight Time),69827,study,2,0,sankey,A,debt,4,12,0,9,1
532,17,2021-07-26 17:45,Mon Jul 26 2021 13:45:10 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:28 GMT-0400 (Eastern Daylight Time),18151,study,1,3,chord,A,phone,4,12,3,4,1
529,13,2021-07-26 17:45,Mon Jul 26 2021 13:45:11 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:20 GMT-0400 (Eastern Daylight Time),8818,study,1,3,sankey,B,immigration,5,12,0,30,3
537,16,2021-07-26 17:45,Mon Jul 26 2021 13:45:11 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:35 GMT-0400 (Eastern Daylight Time),23507,study,4,2,chord,A,phone,3,12,0,18,2
533,12,2021-07-26 17:45,Mon Jul 26 2021 13:45:17 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:29 GMT-0400 (Eastern Daylight Time),11896,study,4,2,sankey,B,immigration,4,12,0,4,1
552,13,2021-07-26 17:46,Mon Jul 26 2021 13:45:22 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:03 GMT-0400 (Eastern Daylight Time),40575,study,1,3,chord,A,space,1,12,0,31,4
544,17,2021-07-26 17:45,Mon Jul 26 2021 13:45:28 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:48 GMT-0400 (Eastern Daylight Time),19594,study,1,3,chord,A,phone,5,12,1,5,1
540,12,2021-07-26 17:45,Mon Jul 26 2021 13:45:29 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:40 GMT-0400 (Eastern Daylight Time),10290,study,4,2,sankey,B,immigration,5,12,0,5,1
546,16,2021-07-26 17:45,Mon Jul 26 2021 13:45:35 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:49 GMT-0400 (Eastern Daylight Time),14444,study,4,2,chord,A,phone,4,12,0,19,2
541,9,2021-07-26 17:45,Mon Jul 26 2021 13:45:36 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:39 GMT-0400 (Eastern Daylight Time),2603,study,1,3,chord,A,immigration,3,12,0,23,3
551,9,2021-07-26 17:46,Mon Jul 26 2021 13:45:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:00 GMT-0400 (Eastern Daylight Time),20791,study,1,3,chord,A,immigration,4,12,3,24,3
588,12,2021-07-26 17:47,Mon Jul 26 2021 13:45:49 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:27 GMT-0400 (Eastern Daylight Time),98062,study,4,2,chord,A,immigration,1,12,1,6,1
561,16,2021-07-26 17:46,Mon Jul 26 2021 13:45:49 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:26 GMT-0400 (Eastern Daylight Time),37179,study,4,2,chord,A,phone,5,12,2,20,2
547,17,2021-07-26 17:45,Mon Jul 26 2021 13:45:51 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:45:54 GMT-0400 (Eastern Daylight Time),3557,study,1,3,sankey,B,phone,1,12,0,6,1
555,10,2021-07-26 17:46,Mon Jul 26 2021 13:45:54 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:11 GMT-0400 (Eastern Daylight Time),17267,study,2,0,sankey,A,space,1,12,0,16,2
550,17,2021-07-26 17:46,Mon Jul 26 2021 13:45:54 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:01 GMT-0400 (Eastern Daylight Time),6944,study,1,3,sankey,B,phone,2,12,1,7,1
571,9,2021-07-26 17:46,Mon Jul 26 2021 13:46:00 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:56 GMT-0400 (Eastern Daylight Time),56134,study,1,3,chord,A,immigration,5,12,5,25,3
556,17,2021-07-26 17:46,Mon Jul 26 2021 13:46:01 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:16 GMT-0400 (Eastern Daylight Time),14749,study,1,3,sankey,B,phone,3,12,1,8,1
564,13,2021-07-26 17:46,Mon Jul 26 2021 13:46:03 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:45 GMT-0400 (Eastern Daylight Time),41746,study,1,3,chord,A,space,2,12,0,32,4
575,10,2021-07-26 17:47,Mon Jul 26 2021 13:46:11 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:58 GMT-0400 (Eastern Daylight Time),47109,study,2,0,sankey,A,space,2,12,0,17,2
560,17,2021-07-26 17:46,Mon Jul 26 2021 13:46:16 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:25 GMT-0400 (Eastern Daylight Time),8974,study,1,3,sankey,B,phone,4,12,1,9,1
563,14,2021-07-26 17:46,Mon Jul 26 2021 13:46:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:41 GMT-0400 (Eastern Daylight Time),21797,study,2,0,sankey,A,debt,5,12,0,10,1
568,17,2021-07-26 17:46,Mon Jul 26 2021 13:46:25 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:50 GMT-0400 (Eastern Daylight Time),25167,study,1,3,sankey,B,phone,5,12,6,10,1
569,16,2021-07-26 17:46,Mon Jul 26 2021 13:46:38 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:46:51 GMT-0400 (Eastern Daylight Time),12657,study,4,2,sankey,B,space,1,12,0,21,3
572,13,2021-07-26 17:47,Mon Jul 26 2021 13:46:45 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:01 GMT-0400 (Eastern Daylight Time),15963,study,1,3,chord,A,space,3,12,0,33,4
592,14,2021-07-26 17:47,Mon Jul 26 2021 13:46:48 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:34 GMT-0400 (Eastern Daylight Time),45470,study,2,0,chord,B,space,1,12,0,11,2
583,16,2021-07-26 17:47,Mon Jul 26 2021 13:46:51 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:20 GMT-0400 (Eastern Daylight Time),29029,study,4,2,sankey,B,space,2,12,0,22,3
573,17,2021-07-26 17:47,Mon Jul 26 2021 13:46:57 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:00 GMT-0400 (Eastern Daylight Time),3301,study,1,3,chord,A,debt,1,12,0,11,2
578,10,2021-07-26 17:47,Mon Jul 26 2021 13:46:59 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:13 GMT-0400 (Eastern Daylight Time),13935,study,2,0,sankey,A,space,3,12,0,18,2
587,9,2021-07-26 17:47,Mon Jul 26 2021 13:47:00 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:25 GMT-0400 (Eastern Daylight Time),24340,study,1,3,sankey,B,immigration,1,12,1,26,3
590,17,2021-07-26 17:47,Mon Jul 26 2021 13:47:00 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:33 GMT-0400 (Eastern Daylight Time),33307,study,1,3,chord,A,debt,2,12,3,12,2
584,13,2021-07-26 17:47,Mon Jul 26 2021 13:47:01 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:24 GMT-0400 (Eastern Daylight Time),22775,study,1,3,chord,A,space,4,12,0,34,4
585,10,2021-07-26 17:47,Mon Jul 26 2021 13:47:13 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:21 GMT-0400 (Eastern Daylight Time),8204,study,2,0,sankey,A,space,4,12,0,19,2
591,16,2021-07-26 17:47,Mon Jul 26 2021 13:47:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:33 GMT-0400 (Eastern Daylight Time),13456,study,4,2,sankey,B,space,3,12,0,23,3
589,10,2021-07-26 17:47,Mon Jul 26 2021 13:47:21 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:29 GMT-0400 (Eastern Daylight Time),8214,study,2,0,sankey,A,space,5,13,0,20,2
595,13,2021-07-26 17:47,Mon Jul 26 2021 13:47:24 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:39 GMT-0400 (Eastern Daylight Time),15103,study,1,3,chord,A,space,5,13,0,35,4
606,9,2021-07-26 17:47,Mon Jul 26 2021 13:47:25 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:56 GMT-0400 (Eastern Daylight Time),31402,study,1,3,sankey,B,immigration,2,13,11,27,3
596,12,2021-07-26 17:47,Mon Jul 26 2021 13:47:27 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:39 GMT-0400 (Eastern Daylight Time),12210,study,4,2,chord,A,immigration,2,13,0,7,1
601,16,2021-07-26 17:47,Mon Jul 26 2021 13:47:33 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:46 GMT-0400 (Eastern Daylight Time),12673,study,4,2,sankey,B,space,4,13,0,24,3
619,14,2021-07-26 17:48,Mon Jul 26 2021 13:47:34 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:25 GMT-0400 (Eastern Daylight Time),51643,study,2,0,chord,B,space,2,13,0,12,2
597,17,2021-07-26 17:47,Mon Jul 26 2021 13:47:34 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:39 GMT-0400 (Eastern Daylight Time),5905,study,1,3,chord,A,debt,3,13,0,13,2
614,12,2021-07-26 17:48,Mon Jul 26 2021 13:47:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:15 GMT-0400 (Eastern Daylight Time),35562,study,4,2,chord,A,immigration,3,13,0,8,1
603,17,2021-07-26 17:47,Mon Jul 26 2021 13:47:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:52 GMT-0400 (Eastern Daylight Time),12366,study,1,3,chord,A,debt,4,13,2,14,2
605,13,2021-07-26 17:47,Mon Jul 26 2021 13:47:44 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:58 GMT-0400 (Eastern Daylight Time),14252,study,1,3,sankey,B,space,1,13,0,36,4
623,10,2021-07-26 17:48,Mon Jul 26 2021 13:47:45 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:28 GMT-0400 (Eastern Daylight Time),43564,study,2,0,chord,B,phone,1,13,0,21,3
604,16,2021-07-26 17:47,Mon Jul 26 2021 13:47:46 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:54 GMT-0400 (Eastern Daylight Time),8021,study,4,2,sankey,B,space,5,13,0,25,3
617,17,2021-07-26 17:48,Mon Jul 26 2021 13:47:52 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:24 GMT-0400 (Eastern Daylight Time),32365,study,1,3,chord,A,debt,5,13,6,15,2
609,9,2021-07-26 17:48,Mon Jul 26 2021 13:47:57 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:47:59 GMT-0400 (Eastern Daylight Time),1805,study,1,3,sankey,B,immigration,3,13,0,28,3
616,13,2021-07-26 17:48,Mon Jul 26 2021 13:47:58 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:19 GMT-0400 (Eastern Daylight Time),20780,study,1,3,sankey,B,space,2,13,0,37,4
613,16,2021-07-26 17:48,Mon Jul 26 2021 13:47:58 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:11 GMT-0400 (Eastern Daylight Time),12973,study,4,2,chord,A,space,1,13,0,26,3
634,9,2021-07-26 17:48,Mon Jul 26 2021 13:47:59 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:56 GMT-0400 (Eastern Daylight Time),56791,study,1,3,sankey,B,immigration,4,13,8,29,3
635,16,2021-07-26 17:49,Mon Jul 26 2021 13:48:11 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:59 GMT-0400 (Eastern Daylight Time),47465,study,4,2,chord,A,space,2,13,0,27,3
660,12,2021-07-26 17:50,Mon Jul 26 2021 13:48:15 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:00 GMT-0400 (Eastern Daylight Time),104971,study,4,2,chord,A,immigration,4,13,4,9,1
622,13,2021-07-26 17:48,Mon Jul 26 2021 13:48:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:32 GMT-0400 (Eastern Daylight Time),13087,study,1,3,sankey,B,space,3,13,0,38,4
637,14,2021-07-26 17:49,Mon Jul 26 2021 13:48:25 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:11 GMT-0400 (Eastern Daylight Time),45207,study,2,0,chord,B,space,3,13,0,13,2
621,17,2021-07-26 17:48,Mon Jul 26 2021 13:48:26 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:29 GMT-0400 (Eastern Daylight Time),3241,study,1,3,sankey,B,debt,1,13,0,16,2
644,10,2021-07-26 17:49,Mon Jul 26 2021 13:48:28 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:25 GMT-0400 (Eastern Daylight Time),56861,study,2,0,chord,B,phone,2,13,0,22,3
626,17,2021-07-26 17:48,Mon Jul 26 2021 13:48:29 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:39 GMT-0400 (Eastern Daylight Time),10056,study,1,3,sankey,B,debt,2,13,1,17,2
628,13,2021-07-26 17:48,Mon Jul 26 2021 13:48:32 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:44 GMT-0400 (Eastern Daylight Time),11561,study,1,3,sankey,B,space,4,13,0,39,4
630,17,2021-07-26 17:48,Mon Jul 26 2021 13:48:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:48 GMT-0400 (Eastern Daylight Time),9183,study,1,3,sankey,B,debt,3,13,1,18,2
632,13,2021-07-26 17:48,Mon Jul 26 2021 13:48:44 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:48:53 GMT-0400 (Eastern Daylight Time),8717,study,1,3,sankey,B,space,5,13,0,40,4
640,17,2021-07-26 17:49,Mon Jul 26 2021 13:48:49 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:19 GMT-0400 (Eastern Daylight Time),30133,study,1,3,sankey,B,debt,4,13,6,19,2
643,9,2021-07-26 17:49,Mon Jul 26 2021 13:48:56 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:25 GMT-0400 (Eastern Daylight Time),29021,study,1,3,sankey,B,immigration,5,13,3,30,3
639,16,2021-07-26 17:49,Mon Jul 26 2021 13:48:59 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:12 GMT-0400 (Eastern Daylight Time),13434,study,4,2,chord,A,space,3,13,0,28,3
659,14,2021-07-26 17:50,Mon Jul 26 2021 13:49:11 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:59 GMT-0400 (Eastern Daylight Time),47826,study,2,0,chord,B,space,4,13,0,14,2
646,16,2021-07-26 17:49,Mon Jul 26 2021 13:49:12 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:31 GMT-0400 (Eastern Daylight Time),18274,study,4,2,chord,A,space,4,13,0,29,3
651,17,2021-07-26 17:49,Mon Jul 26 2021 13:49:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:44 GMT-0400 (Eastern Daylight Time),25721,study,1,3,sankey,B,debt,5,13,5,20,2
666,10,2021-07-26 17:50,Mon Jul 26 2021 13:49:25 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:02 GMT-0400 (Eastern Daylight Time),36439,study,2,0,chord,B,phone,3,13,0,23,3
652,16,2021-07-26 17:49,Mon Jul 26 2021 13:49:31 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:44 GMT-0400 (Eastern Daylight Time),13079,study,4,2,chord,A,space,5,13,0,30,3
650,9,2021-07-26 17:49,Mon Jul 26 2021 13:49:35 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:38 GMT-0400 (Eastern Daylight Time),3058,study,1,3,chord,A,space,1,13,0,31,4
672,9,2021-07-26 17:50,Mon Jul 26 2021 13:49:39 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:14 GMT-0400 (Eastern Daylight Time),34818,study,1,3,chord,A,space,2,13,2,32,4
655,17,2021-07-26 17:49,Mon Jul 26 2021 13:49:47 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:55 GMT-0400 (Eastern Daylight Time),8255,study,1,3,chord,A,immigration,1,13,1,21,3
657,16,2021-07-26 17:49,Mon Jul 26 2021 13:49:49 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:49:57 GMT-0400 (Eastern Daylight Time),8612,study,4,2,sankey,B,debt,1,13,0,31,4
667,17,2021-07-26 17:50,Mon Jul 26 2021 13:49:55 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:08 GMT-0400 (Eastern Daylight Time),13292,study,1,3,chord,A,immigration,2,13,2,22,3
665,16,2021-07-26 17:50,Mon Jul 26 2021 13:49:57 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:05 GMT-0400 (Eastern Daylight Time),7351,study,4,2,sankey,B,debt,2,13,0,32,4
670,14,2021-07-26 17:50,Mon Jul 26 2021 13:49:59 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:12 GMT-0400 (Eastern Daylight Time),13701,study,2,0,chord,B,space,5,13,0,15,2
685,12,2021-07-26 17:50,Mon Jul 26 2021 13:50:00 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:35 GMT-0400 (Eastern Daylight Time),35021,study,4,2,chord,A,immigration,5,13,4,10,1
679,10,2021-07-26 17:50,Mon Jul 26 2021 13:50:02 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:19 GMT-0400 (Eastern Daylight Time),16748,study,2,0,chord,B,phone,4,13,0,24,3
678,16,2021-07-26 17:50,Mon Jul 26 2021 13:50:05 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:21 GMT-0400 (Eastern Daylight Time),16628,study,4,2,sankey,B,debt,3,13,0,33,4
676,17,2021-07-26 17:50,Mon Jul 26 2021 13:50:08 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:20 GMT-0400 (Eastern Daylight Time),11935,study,1,3,chord,A,immigration,3,13,1,23,3
674,9,2021-07-26 17:50,Mon Jul 26 2021 13:50:14 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:16 GMT-0400 (Eastern Daylight Time),2060,study,1,3,chord,A,space,3,13,0,33,4
682,9,2021-07-26 17:50,Mon Jul 26 2021 13:50:16 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:24 GMT-0400 (Eastern Daylight Time),7724,study,1,3,chord,A,space,4,13,2,34,4
691,10,2021-07-26 17:50,Mon Jul 26 2021 13:50:19 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:41 GMT-0400 (Eastern Daylight Time),22402,study,2,0,chord,B,phone,5,13,0,25,3
689,17,2021-07-26 17:50,Mon Jul 26 2021 13:50:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:44 GMT-0400 (Eastern Daylight Time),23780,study,1,3,chord,A,immigration,4,13,4,24,3
687,16,2021-07-26 17:50,Mon Jul 26 2021 13:50:21 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:41 GMT-0400 (Eastern Daylight Time),19249,study,4,2,sankey,B,debt,4,13,1,34,4
694,9,2021-07-26 17:50,Mon Jul 26 2021 13:50:24 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:55 GMT-0400 (Eastern Daylight Time),30956,study,1,3,chord,A,space,5,13,7,35,4
718,14,2021-07-26 17:51,Mon Jul 26 2021 13:50:36 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:41 GMT-0400 (Eastern Daylight Time),64697,study,2,0,sankey,A,space,1,13,0,16,2
692,12,2021-07-26 17:50,Mon Jul 26 2021 13:50:41 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:51 GMT-0400 (Eastern Daylight Time),10092,study,4,2,sankey,B,phone,1,13,0,11,2
698,16,2021-07-26 17:51,Mon Jul 26 2021 13:50:41 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:04 GMT-0400 (Eastern Daylight Time),22906,study,4,2,sankey,B,debt,5,13,0,35,4
696,17,2021-07-26 17:50,Mon Jul 26 2021 13:50:44 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:50:59 GMT-0400 (Eastern Daylight Time),14612,study,1,3,chord,A,immigration,5,13,2,25,3
770,12,2021-07-26 17:53,Mon Jul 26 2021 13:50:51 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:53:15 GMT-0400 (Eastern Daylight Time),143321,study,4,2,sankey,B,phone,2,13,0,12,2
711,10,2021-07-26 17:51,Mon Jul 26 2021 13:50:53 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:30 GMT-0400 (Eastern Daylight Time),36665,study,2,0,sankey,A,phone,1,13,0,26,3
697,9,2021-07-26 17:51,Mon Jul 26 2021 13:50:57 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:00 GMT-0400 (Eastern Daylight Time),2934,study,1,3,sankey,B,space,1,13,0,36,4
705,9,2021-07-26 17:51,Mon Jul 26 2021 13:51:01 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:24 GMT-0400 (Eastern Daylight Time),23408,study,1,3,sankey,B,space,2,13,7,37,4
700,17,2021-07-26 17:51,Mon Jul 26 2021 13:51:01 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 13:51:10 GMT-0400 (Eastern Daylight Time),9167,study,1,3,sankey,B,immigration,1,13,1,26,3
